股票代码,股票简称,一级行业,二级行业,三级行业
002041.SZ,登海种业,农林牧渔,种植业,种子
300087.SZ,荃银高科,农林牧渔,种植业,种子
300189.SZ,神农种业,农林牧渔,种植业,种子
600313.SH,农发种业,农林牧渔,种植业,种子
600354.SH,敦煌种业,农林牧渔,种植业,种子
600371.SH,万向德农,农林牧渔,种植业,种子
920087.BJ,秋乐种业,农林牧渔,种植业,种子
920403.BJ,康农种业,农林牧渔,种植业,种子
600598.SH,北大荒,农林牧渔,种植业,粮食种植
601952.SH,苏垦农发,农林牧渔,种植业,粮食种植
002772.SZ,众兴菌业,农林牧渔,种植业,食用菌
300511.SZ,雪榕生物,农林牧渔,种植业,食用菌
300970.SZ,华绿生物,农林牧渔,种植业,食用菌
600883.SH,博闻科技,农林牧渔,种植业,食用菌
002891.SZ,中宠股份,农林牧渔,饲料,宠物食品
300673.SZ,佩蒂股份,农林牧渔,饲料,宠物食品
301498.SZ,乖宝宠物,农林牧渔,饲料,宠物食品
920419.BJ,路斯股份,农林牧渔,饲料,宠物食品
001313.SZ,粤海饲料,农林牧渔,饲料,水产饲料
002311.SZ,海大集团,农林牧渔,饲料,水产饲料
002696.SZ,百洋股份,农林牧渔,饲料,水产饲料
603668.SH,天马科技,农林牧渔,饲料,水产饲料
000702.SZ,正虹科技,农林牧渔,饲料,畜禽饲料
001366.SZ,播恩集团,农林牧渔,饲料,畜禽饲料
002100.SZ,天康生物,农林牧渔,饲料,畜禽饲料
002385.SZ,大北农,农林牧渔,饲料,畜禽饲料
002548.SZ,金新农,农林牧渔,饲料,畜禽饲料
002567.SZ,唐人神,农林牧渔,饲料,畜禽饲料
603151.SH,邦基科技,农林牧渔,饲料,畜禽饲料
603363.SH,傲农生物,农林牧渔,饲料,畜禽饲料
603609.SH,禾丰股份,农林牧渔,饲料,畜禽饲料
688156.SH,路德科技,农林牧渔,饲料,畜禽饲料
000423.SZ,东阿阿胶,医药生物,中药Ⅱ,中药Ⅲ
000538.SZ,云南白药,医药生物,中药Ⅱ,中药Ⅲ
000590.SZ,古汉医药,医药生物,中药Ⅱ,中药Ⅲ
000623.SZ,吉林敖东,医药生物,中药Ⅱ,中药Ⅲ
000650.SZ,仁和药业,医药生物,中药Ⅱ,中药Ⅲ
000790.SZ,华神科技,医药生物,中药Ⅱ,中药Ⅲ
000989.SZ,九芝堂,医药生物,中药Ⅱ,中药Ⅲ
000999.SZ,华润三九,医药生物,中药Ⅱ,中药Ⅲ
002082.SZ,万邦德,医药生物,中药Ⅱ,中药Ⅲ
002107.SZ,沃华医药,医药生物,中药Ⅱ,中药Ⅲ
002198.SZ,嘉应制药,医药生物,中药Ⅱ,中药Ⅲ
002275.SZ,桂林三金,医药生物,中药Ⅱ,中药Ⅲ
002287.SZ,奇正藏药,医药生物,中药Ⅱ,中药Ⅲ
002317.SZ,众生药业,医药生物,中药Ⅱ,中药Ⅲ
002349.SZ,精华制药,医药生物,中药Ⅱ,中药Ⅲ
002390.SZ,信邦制药,医药生物,中药Ⅱ,中药Ⅲ
002412.SZ,汉森制药,医药生物,中药Ⅱ,中药Ⅲ
002424.SZ,ST百灵,医药生物,中药Ⅱ,中药Ⅲ
002566.SZ,益盛药业,医药生物,中药Ⅱ,中药Ⅲ
002603.SZ,以岭药业,医药生物,中药Ⅱ,中药Ⅲ
002644.SZ,佛慈制药,医药生物,中药Ⅱ,中药Ⅲ
002728.SZ,特一药业,医药生物,中药Ⅱ,中药Ⅲ
002737.SZ,葵花药业,医药生物,中药Ⅱ,中药Ⅲ
002864.SZ,盘龙药业,医药生物,中药Ⅱ,中药Ⅲ
002873.SZ,新天药业,医药生物,中药Ⅱ,中药Ⅲ
002907.SZ,华森制药,医药生物,中药Ⅱ,中药Ⅲ
300026.SZ,红日药业,医药生物,中药Ⅱ,中药Ⅲ
300039.SZ,上海凯宝,医药生物,中药Ⅱ,中药Ⅲ
300147.SZ,ST香雪,医药生物,中药Ⅱ,中药Ⅲ
300158.SZ,振东制药,医药生物,中药Ⅱ,中药Ⅲ
300181.SZ,佐力药业,医药生物,中药Ⅱ,中药Ⅲ
300391.SZ,*ST长药,医药生物,中药Ⅱ,中药Ⅲ
300519.SZ,新光药业,医药生物,中药Ⅱ,中药Ⅲ
300534.SZ,陇神戎发,医药生物,中药Ⅱ,中药Ⅲ
300878.SZ,维康药业,医药生物,中药Ⅱ,中药Ⅲ
301111.SZ,粤万年青,医药生物,中药Ⅱ,中药Ⅲ
301331.SZ,恩威医药,医药生物,中药Ⅱ,中药Ⅲ
600080.SH,金花股份,医药生物,中药Ⅱ,中药Ⅲ
600085.SH,同仁堂,医药生物,中药Ⅱ,中药Ⅲ
600129.SH,太极集团,医药生物,中药Ⅱ,中药Ⅲ
600222.SH,太龙药业,医药生物,中药Ⅱ,中药Ⅲ
600252.SH,中恒集团,医药生物,中药Ⅱ,中药Ⅲ
600285.SH,羚锐制药,医药生物,中药Ⅱ,中药Ⅲ
600329.SH,达仁堂,医药生物,中药Ⅱ,中药Ⅲ
600332.SH,白云山,医药生物,中药Ⅱ,中药Ⅲ
600351.SH,亚宝药业,医药生物,中药Ⅱ,中药Ⅲ
600422.SH,昆药集团,医药生物,中药Ⅱ,中药Ⅲ
600436.SH,片仔癀,医药生物,中药Ⅱ,中药Ⅲ
600479.SH,千金药业,医药生物,中药Ⅱ,中药Ⅲ
600518.SH,康美药业,医药生物,中药Ⅱ,中药Ⅲ
600535.SH,天士力,医药生物,中药Ⅱ,中药Ⅲ
600557.SH,康缘药业,医药生物,中药Ⅱ,中药Ⅲ
600566.SH,济川药业,医药生物,中药Ⅱ,中药Ⅲ
600572.SH,康恩贝,医药生物,中药Ⅱ,中药Ⅲ
600594.SH,益佰制药,医药生物,中药Ⅱ,中药Ⅲ
600671.SH,天目药业,医药生物,中药Ⅱ,中药Ⅲ
600750.SH,华润江中,医药生物,中药Ⅱ,中药Ⅲ
600771.SH,广誉远,医药生物,中药Ⅱ,中药Ⅲ
600976.SH,健民集团,医药生物,中药Ⅱ,中药Ⅲ
600993.SH,马应龙,医药生物,中药Ⅱ,中药Ⅲ
603139.SH,康惠股份,医药生物,中药Ⅱ,中药Ⅲ
603439.SH,三力制药,医药生物,中药Ⅱ,中药Ⅲ
603567.SH,珍宝岛,医药生物,中药Ⅱ,中药Ⅲ
603858.SH,步长制药,医药生物,中药Ⅱ,中药Ⅲ
603896.SH,寿仙谷,医药生物,中药Ⅱ,中药Ⅲ
603998.SH,方盛制药,医药生物,中药Ⅱ,中药Ⅲ
605199.SH,ST葫芦娃,医药生物,中药Ⅱ,中药Ⅲ
920266.BJ,生物谷,医药生物,中药Ⅱ,中药Ⅲ
920433.BJ,大唐药业,医药生物,中药Ⅱ,中药Ⅲ
000153.SZ,丰原药业,医药生物,化学制药,化学制剂
000513.SZ,丽珠集团,医药生物,化学制药,化学制剂
000566.SZ,海南海药,医药生物,化学制药,化学制剂
000597.SZ,东北制药,医药生物,化学制药,化学制剂
000766.SZ,通化金马,医药生物,化学制药,化学制剂
000788.SZ,北大医药,医药生物,化学制药,化学制剂
000813.SZ,德展健康,医药生物,化学制药,化学制剂
000908.SZ,*ST景峰,医药生物,化学制药,化学制剂
000915.SZ,华特达因,医药生物,化学制药,化学制剂
000919.SZ,金陵药业,医药生物,化学制药,化学制剂
000931.SZ,中关村,医药生物,化学制药,化学制剂
000963.SZ,华东医药,医药生物,化学制药,化学制剂
002004.SZ,华邦健康,医药生物,化学制药,化学制剂
002019.SZ,亿帆医药,医药生物,化学制药,化学制剂
002020.SZ,京新药业,医药生物,化学制药,化学制剂
002038.SZ,双鹭药业,医药生物,化学制药,化学制剂
002262.SZ,恩华药业,医药生物,化学制药,化学制剂
002294.SZ,信立泰,医药生物,化学制药,化学制剂
002370.SZ,亚太药业,医药生物,化学制药,化学制剂
002393.SZ,力生制药,医药生物,化学制药,化学制剂
002399.SZ,海普瑞,医药生物,化学制药,化学制剂
002422.SZ,科伦药业,医药生物,化学制药,化学制剂
002437.SZ,誉衡药业,医药生物,化学制药,化学制剂
002550.SZ,千红制药,医药生物,化学制药,化学制剂
002653.SZ,海思科,医药生物,化学制药,化学制剂
002675.SZ,东诚药业,医药生物,化学制药,化学制剂
002693.SZ,*ST双成,医药生物,化学制药,化学制剂
002742.SZ,*ST三圣,医药生物,化学制药,化学制剂
002755.SZ,奥赛康,医药生物,化学制药,化学制剂
002793.SZ,罗欣药业,医药生物,化学制药,化学制剂
002826.SZ,易明医药,医药生物,化学制药,化学制剂
002872.SZ,ST天圣,医药生物,化学制药,化学制剂
002898.SZ,*ST赛隆,医药生物,化学制药,化学制剂
002900.SZ,哈三联,医药生物,化学制药,化学制剂
002923.SZ,润都股份,医药生物,化学制药,化学制剂
002940.SZ,昂利康,医药生物,化学制药,化学制剂
003020.SZ,立方制药,医药生物,化学制药,化学制剂
300006.SZ,莱美药业,医药生物,化学制药,化学制剂
300016.SZ,北陆药业,医药生物,化学制药,化学制剂
300086.SZ,康芝药业,医药生物,化学制药,化学制剂
300110.SZ,华仁药业,医药生物,化学制药,化学制剂
300111.SZ,向日葵,医药生物,化学制药,化学制剂
300194.SZ,福安药业,医药生物,化学制药,化学制剂
300199.SZ,翰宇药业,医药生物,化学制药,化学制剂
300204.SZ,舒泰神,医药生物,化学制药,化学制剂
300233.SZ,金城医药,医药生物,化学制药,化学制剂
300254.SZ,仟源医药,医药生物,化学制药,化学制剂
300255.SZ,常山药业,医药生物,化学制药,化学制剂
300434.SZ,金石亚药,医药生物,化学制药,化学制剂
300436.SZ,广生堂,医药生物,化学制药,化学制剂
300558.SZ,贝达药业,医药生物,化学制药,化学制剂
300573.SZ,兴齐眼药,医药生物,化学制药,化学制剂
300584.SZ,海辰药业,医药生物,化学制药,化学制剂
300705.SZ,九典制药,医药生物,化学制药,化学制剂
300723.SZ,一品红,医药生物,化学制药,化学制剂
301075.SZ,多瑞医药,医药生物,化学制药,化学制剂
301130.SZ,西点药业,医药生物,化学制药,化学制剂
301263.SZ,泰恩康,医药生物,化学制药,化学制剂
301507.SZ,民生健康,医药生物,化学制药,化学制剂
600062.SH,华润双鹤,医药生物,化学制药,化学制剂
600079.SH,ST人福,医药生物,化学制药,化学制剂
600196.SH,复星医药,医药生物,化学制药,化学制剂
600267.SH,海正药业,医药生物,化学制药,化学制剂
600276.SH,恒瑞医药,医药生物,化学制药,化学制剂
600380.SH,健康元,医药生物,化学制药,化学制剂
600420.SH,国药现代,医药生物,化学制药,化学制剂
600513.SH,联环药业,医药生物,化学制药,化学制剂
600521.SH,华海药业,医药生物,化学制药,化学制剂
600613.SH,神奇制药,医药生物,化学制药,化学制剂
600624.SH,ST复华,医药生物,化学制药,化学制剂
600664.SH,哈药股份,医药生物,化学制药,化学制剂
600774.SH,汉商集团,医药生物,化学制药,化学制剂
600789.SH,鲁抗医药,医药生物,化学制药,化学制剂
600812.SH,华北制药,医药生物,化学制药,化学制剂
600851.SH,海欣股份,医药生物,化学制药,化学制剂
601089.SH,福元医药,医药生物,化学制药,化学制剂
603168.SH,莎普爱思,医药生物,化学制药,化学制剂
603207.SH,小方制药,医药生物,化学制药,化学制剂
603367.SH,辰欣药业,医药生物,化学制药,化学制剂
603669.SH,灵康药业,医药生物,化学制药,化学制剂
603676.SH,卫信康,医药生物,化学制药,化学制剂
603707.SH,健友股份,医药生物,化学制药,化学制剂
603811.SH,诚意药业,医药生物,化学制药,化学制剂
688062.SH,迈威生物,医药生物,化学制药,化学制剂
688091.SH,上海谊众,医药生物,化学制药,化学制剂
688117.SH,圣诺生物,医药生物,化学制药,化学制剂
688176.SH,亚虹医药,医药生物,化学制药,化学制剂
688189.SH,南新制药,医药生物,化学制药,化学制剂
688192.SH,迪哲医药,医药生物,化学制药,化学制剂
688197.SH,首药控股,医药生物,化学制药,化学制剂
688221.SH,前沿生物,医药生物,化学制药,化学制剂
688235.SH,百济神州,医药生物,化学制药,化学制剂
688247.SH,宣泰医药,医药生物,化学制药,化学制剂
688266.SH,泽璟制药,医药生物,化学制药,化学制剂
688302.SH,海创药业,医药生物,化学制药,化学制剂
688321.SH,微芯生物,医药生物,化学制药,化学制剂
688373.SH,盟科药业,医药生物,化学制药,化学制剂
688382.SH,益方生物,医药生物,化学制药,化学制剂
688428.SH,诺诚健华,医药生物,化学制药,化学制剂
688505.SH,复旦张江,医药生物,化学制药,化学制剂
688506.SH,百利天恒,医药生物,化学制药,化学制剂
688513.SH,苑东生物,医药生物,化学制药,化学制剂
688553.SH,汇宇制药,医药生物,化学制药,化学制剂
688566.SH,吉贝尔,医药生物,化学制药,化学制剂
688578.SH,艾力斯,医药生物,化学制药,化学制剂
688658.SH,悦康药业,医药生物,化学制药,化学制剂
688759.SH,必贝特,医药生物,化学制药,化学制剂
688799.SH,华纳药厂,医药生物,化学制药,化学制剂
920017.BJ,星昊医药,医药生物,化学制药,化学制剂
920566.BJ,梓橦宫,医药生物,化学制药,化学制剂
920735.BJ,德源药业,医药生物,化学制药,化学制剂
000739.SZ,普洛药业,医药生物,化学制药,原料药
000756.SZ,新华制药,医药生物,化学制药,原料药
000952.SZ,广济药业,医药生物,化学制药,原料药
000953.SZ,河化股份,医药生物,化学制药,原料药
001367.SZ,海森药业,医药生物,化学制药,原料药
002099.SZ,海翔药业,医药生物,化学制药,原料药
002102.SZ,能特科技,医药生物,化学制药,原料药
002332.SZ,仙琚制药,医药生物,化学制药,原料药
002365.SZ,永安药业,医药生物,化学制药,原料药
002817.SZ,黄山胶囊,医药生物,化学制药,原料药
300267.SZ,尔康制药,医药生物,化学制药,原料药
300381.SZ,溢多利,医药生物,化学制药,原料药
300401.SZ,花园生物,医药生物,化学制药,原料药
300452.SZ,山河药辅,医药生物,化学制药,原料药
300497.SZ,富祥药业,医药生物,化学制药,原料药
300583.SZ,赛托生物,医药生物,化学制药,原料药
300636.SZ,同和药业,医药生物,化学制药,原料药
300702.SZ,天宇股份,医药生物,化学制药,原料药
300765.SZ,新诺威,医药生物,化学制药,原料药
300966.SZ,共同药业,医药生物,化学制药,原料药
301065.SZ,本立科技,医药生物,化学制药,原料药
301089.SZ,拓新药业,医药生物,化学制药,原料药
301211.SZ,亨迪药业,医药生物,化学制药,原料药
301246.SZ,宏源药业,医药生物,化学制药,原料药
301258.SZ,富士莱,医药生物,化学制药,原料药
301277.SZ,新天地,医药生物,化学制药,原料药
301281.SZ,科源制药,医药生物,化学制药,原料药
301301.SZ,川宁生物,医药生物,化学制药,原料药
600216.SH,浙江医药,医药生物,化学制药,原料药
600488.SH,津药药业,医药生物,化学制药,原料药
603229.SH,奥翔药业,医药生物,化学制药,原料药
603351.SH,威尔药业,医药生物,化学制药,原料药
603520.SH,司太立,医药生物,化学制药,原料药
603538.SH,美诺华,医药生物,化学制药,原料药
605116.SH,奥锐特,医药生物,化学制药,原料药
605177.SH,东亚药业,医药生物,化学制药,原料药
605507.SH,国邦医药,医药生物,化学制药,原料药
688076.SH,ST诺泰,医药生物,化学制药,原料药
688166.SH,博瑞医药,医药生物,化学制药,原料药
688356.SH,键凯科技,医药生物,化学制药,原料药
688690.SH,纳微科技,医药生物,化学制药,原料药
688758.SH,赛分科技,医药生物,化学制药,原料药
920230.BJ,欧康医药,医药生物,化学制药,原料药
920367.BJ,新赣江,医药生物,化学制药,原料药
920478.BJ,峆一药业,医药生物,化学制药,原料药
920656.BJ,海昇药业,医药生物,化学制药,原料药
920946.BJ,森萱医药,医药生物,化学制药,原料药
002022.SZ,科华生物,医药生物,医疗器械,体外诊断
002030.SZ,达安基因,医药生物,医疗器械,体外诊断
002086.SZ,东方海洋,医药生物,医疗器械,体外诊断
002432.SZ,九安医疗,医药生物,医疗器械,体外诊断
002932.SZ,明德生物,医药生物,医疗器械,体外诊断
300289.SZ,利德曼,医药生物,医疗器械,体外诊断
300396.SZ,迪瑞医疗,医药生物,医疗器械,体外诊断
300406.SZ,九强生物,医药生物,医疗器械,体外诊断
300439.SZ,美康生物,医药生物,医疗器械,体外诊断
300463.SZ,迈克生物,医药生物,医疗器械,体外诊断
300482.SZ,万孚生物,医药生物,医疗器械,体外诊断
300639.SZ,凯普生物,医药生物,医疗器械,体外诊断
300642.SZ,透景生命,医药生物,医疗器械,体外诊断
300685.SZ,艾德生物,医药生物,医疗器械,体外诊断
300832.SZ,新产业,医药生物,医疗器械,体外诊断
300942.SZ,易瑞生物,医药生物,医疗器械,体外诊断
600645.SH,中源协和,医药生物,医疗器械,体外诊断
600807.SH,济高发展,医药生物,医疗器械,体外诊断
603387.SH,基蛋生物,医药生物,医疗器械,体外诊断
603658.SH,安图生物,医药生物,医疗器械,体外诊断
688067.SH,爱威科技,医药生物,医疗器械,体外诊断
688068.SH,热景生物,医药生物,医疗器械,体外诊断
688075.SH,安旭生物,医药生物,医疗器械,体外诊断
688193.SH,仁度生物,医药生物,医疗器械,体外诊断
688217.SH,睿昂基因,医药生物,医疗器械,体外诊断
688253.SH,英诺特,医药生物,医疗器械,体外诊断
688289.SH,圣湘生物,医药生物,医疗器械,体外诊断
688298.SH,东方生物,医药生物,医疗器械,体外诊断
688317.SH,之江生物,医药生物,医疗器械,体外诊断
688338.SH,赛科希德,医药生物,医疗器械,体外诊断
688389.SH,普门科技,医药生物,医疗器械,体外诊断
688393.SH,安必平,医药生物,医疗器械,体外诊断
688399.SH,硕世生物,医药生物,医疗器械,体外诊断
688426.SH,康为世纪,医药生物,医疗器械,体外诊断
688468.SH,科美诊断,医药生物,医疗器械,体外诊断
688575.SH,亚辉龙,医药生物,医疗器械,体外诊断
688606.SH,奥泰生物,医药生物,医疗器械,体外诊断
688656.SH,浩欧博,医药生物,医疗器械,体外诊断
